Case_Num	Prod_Period	Prod_Type	Shift	Line	Prop_Def	Strength	Rating	Line_Speed	Tank_Acid	Moisture	Temp	Storage_Pct	Anneal_Temp	Bake_1_Temp	Bake_2_Temp	Roll_Tension	Rewind_Speed	Coating_Speed
1281	8	5	2	2	.033	299.6	2.58	313.6	3.23	34.8	58.78	73.7	159	137.1	201.3	4.1	125	101.23
1282	8	5	2	3	.037	322.15	3.27	399.8	3.31	48.3	70.7	72	183	136.7	201.2	9	134.2	101.24
1283	8	5	2	2	.033	323.41	2.88	369	3.3	46.2	66.45	65.7	170	136.8	201.1	9.9	67.1	101.299991
1284	8	5	2	2	.04	340.98	3.07	344.4	3.02	47.4	67.87	62.2	160	136.8	201	13.6	402.6	101.22
1285	8	6	2	2	.03	350.98	2.93	409.6	3.31	46.8	69.08	78.2	183	136.9	201.3	3.2	67.1	101.22
1286	8	6	3	2	.039	349.73	3.18	423.1	3.46	47.8	74.13	77.7	176	136.9	201.3	5	67.1	101.2
1287	8	6	2	2	.021	328.43	3	439.1	3.06	46.7	50.5	79.5	191	136.7	201.3	8.1	125	101.2
1288	8	6	2	3	.045	414.92	3.62	410.8	3.64	49.8	74.74	76.2	175	136.9	201.2	9.5	125	101.2
1289	8	6	1	3	.039	418.68	3.55	398.5	3.64	47	74.33	72.5	160	137	201.3	7.2	67.1	101.2
1290	8	6	1	2	.045	403.66	3.44	463.7	3.39	46.9	76.15	88.7	213	136.7	201.4	25	125	101.2
1291	8	6	3	2	.037	396.13	3.14	435.4	3.5	48.4	76.35	82.2	186	136.9	201.4	3.2	125	101.2
1292	8	6	1	2	.049	260.73	2.2	295.2	3.06	47	72.72	67.7	162	136.9	201.1	14.9	125	101.2
1293	8	6	1	3	.031	332.19	3.06	365.3	3.66	48.2	77.36	74.2	160	137.2	201.4	2.3	125	101.23
1294	8	6	3	2	.015	417.43	3.6	393.6	3.46	47	73.32	69.7	171	136.8	201.1	11.3	369	101.2
1295	8	6	1	2	.032	418.68	3.44	292.7	3.66	47.9	72.11	74.5	167	137	201.3	6.8	67.1	101.2
1296	8	6	2	2	.025	361.02	3.12	333.3	3.35	48.8	60.6	69	163	136.9	201.1	14.5	100.7	101.2
1297	8	6	1	2	.032	368.55	3.16	381.3	3.57	45.9	66.86	69.7	173	136.8	201.2	10.4	100.7	101.23
1299	8	6	1	3	.006	313.4	3	471.1	3.83	45.7	80.8	100	250	136.3	201.5	25	125	101.2
1300	8	6	1	1	.004	344.74	3	492	3.75	43.6	60.6	100	250	136.3	201.5	25	125	101.2
1301	8	6	2	3	.084	452.53	3.63	476	3.39	49.3	74.74	93.2	231	136.5	201.4	25	125	101.209999
1302	8	6	3	3	.012	491.4	4	492	3.92	49.8	80.8	81	204	136.7	201.4	25	125	101.279987
1304	8	6	2	3	.036	399.89	3.56	407.1	3.44	46.4	72.51	81.5	190	136.9	201.4	1.8	125	101.22
1305	8	6	2	3	.038	396.13	3.53	424.3	3.51	48	74.13	80.2	188	136.8	201.3	4.5	125	101.22
1306	9	1	2	2	.038	290.81	2.54	291.5	3.32	45.3	76.76	70.5	177	136.7	201.1	12.2	134.2	101.22
1307	9	1	2	2	.026	391.11	3.35	364.1	3.56	46.2	70.7	57.5	153	136.8	200.9	17.2	402.6	101.23
1308	9	1	2	2	.025	406.17	3.56	430.5	3.88	49.8	80.8	63.7	169	136.7	201	13.6	402.6	101.249999
1309	9	1	2	2	.046	406.17	3.54	403.4	3.65	47.9	80.8	70	176	136.7	201.1	13.6	125	101.24
1310	9	1	1	3	.044	376.08	3.23	408.3	3.43	49.3	80.8	75.5	174	136.9	201.3	6.3	125	101.22
1311	9	1	1	2	.035	387.34	3.51	466.1	3.86	49.8	80.8	84.2	198	136.8	201.4	4.5	125	101.2
1313	9	1	2	3	.042	473.83	3.76	423.1	3.88	49.8	77.97	73.5	175	136.9	201.3	3.2	302	101.2
1314	9	1	2	3	.038	333.45	2.32	321	3.16	45.2	60.6	73.5	175	136.9	201.3	3.2	302	101.2
1315	9	1	2	3	.041	446.26	3.54	474.8	3.85	48.5	80.8	73.5	175	136.9	201.3	3.2	302	101.2
1316	9	1	2	3	.039	456.3	3.62	435.4	3.58	49.1	75.75	76.2	184	136.9	201.3	3.6	134.2	101.22
1317	9	1	2	3	.041	318.39	2.05	281.6	2.9	42.1	43.83	76.2	184	136.9	201.3	3.6	134.2	101.22
1318	9	1	2	3	.05	448.77	3.58	458.8	3.84	49.3	80.8	76.2	184	136.9	201.3	3.6	134.2	101.22
1319	9	1	2	3	.014	402.4	3.64	404.6	3.79	49.8	80.8	75	180	136.8	201.2	4.5	335.5	101.2
1320	9	1	2	3	.033	478.85	3.97	477.2	3.71	49.8	80.8	76.5	185	136.8	201.3	5.4	201.3	101.2
1321	9	1	2	2	.035	439.98	3.71	453.9	3.77	48.7	80.8	76.2	189	136.6	201.1	14.5	125	101.2
1322	9	1	2	2	.018	368.55	3.39	430.5	3.78	48.8	70.7	95.5	240	136.4	201.4	25	125	101.2
1323	9	1	1	3	.016	438.76	3.75	453.9	3.75	49.8	80.8	84.5	209	136.6	201.3	5.4	125	101.2
1325	9	1	2	2	.028	433.74	3.73	477.2	3.88	49.1	80.8	88.7	213	136.7	201.4	1.4	125	101.2
1326	9	1	2	3	.025	376.08	3.44	378.8	3.8	49.8	75.75	82.2	186	136.9	201.4	3.6	125	101.2
1327	9	1	2	1	.003	501.44	4	492	4	49.8	80.8	80	150	137.3	201.5	25	125	101.2
1328	9	1	1	1	.029	475.09	3.86	479.7	3.86	49.8	79.99	90.7	220	136.6	201.4	25	125	101.2
1329	9	1	2	1	.007	268.26	3.43	492	3.57	49.8	80.8	98	250	136.3	201.5	25	125	101.2
1332	9	1	2	1	.014	475.09	3.86	473.5	3.86	48.5	80.8	93	227	136.6	201.4	25	125	101.2
1333	9	1	2	3	.029	483.87	3.83	466.1	3.82	49.8	79.18	98.5	250	136.3	201.5	25	125	101.2
1334	9	1	1	3	.024	438.76	2.83	412	3.58	48.2	72.31	95.7	238	136.4	201.4	1.8	125	101.2
1335	9	3	2	2	.078	391.11	3.34	413.3	3.53	49	65.85	68.5	184	136.7	201.1	6.3	167.8	101.299991
1343	9	3	3	1	.251	303.36	2.35	332.1	2.66	36.2	50.3	74.2	196	136.6	201.2	5.9	134.2	101.279987
1352	9	3	2	1	.459	328.43	2.45	321	2.54	44.7	63.63	82	200	136.7	201.3	3.6	33.6	101.22
1378	9	3	3	3	.265	436.25	3.77	437.9	3.65	48.5	72.11	63.7	167	136.7	201	12.7	369	101.249999
1385	9	3	2	3	.282	204.32	1.82	305	2.6	37.3	46.86	60.5	163	136.7	200.9	18.1	369	101.23
1395	9	3	2	3	.038	329.68	3.08	382.5	3.29	49.3	80.8	69.5	169	136.8	201.1	13.6	201.3	101.2
1396	9	3	2	3	.205	224.37	1.74	286.6	2.8	37.6	44.44	55.5	161	136.6	200.8	19	671	101.22
1397	9	3	3	2	.201	320.9	2.74	394.8	3.32	48.7	73.93	59	162	136.6	200.9	18.5	503.3	101.23
1398	9	3	3	2	.1	353.49	2.98	419.4	3.38	47.9	75.35	58.7	166	136.6	200.9	15.8	536.8	101.259999
1399	9	3	2	3	.203	439.98	3.75	473.5	3.58	49	78.58	79.5	186	136.8	201.3	5	67.1	101.2
1400	9	3	3	3	.363	414.92	3.65	457.6	3.5	49	78.37	73.7	178	136.8	201.2	10.4	67.1	101.209999
1401	9	3	2	3	.257	393.62	3.18	397.3	3.32	45.9	71.91	65	169	136.7	201	16.7	268.4	101.209999
1402	9	3	2	3	.029	471.32	3.76	441.6	3.81	49.8	80.8	72.7	179	136.8	201.2	8.6	268.4	101.2
1403	9	3	2	2	.042	295.83	2.62	356.7	3.38	46.2	58.98	80.5	181	137	201.4	2.7	67.1	101.2
1404	9	3	2	2	.024	334.7	2.88	354.2	3.17	43.1	71.71	72.7	157	137.1	201.3	3.2	125	101.24
1405	9	3	3	2	.031	325.92	2.6	335.8	3.45	41.4	69.69	73.2	163	137	201.3	7.2	125	101.2
1406	9	3	1	2	.026	414.92	3.73	448.9	3.68	48	77.97	81	182	136.9	201.4	3.6	125	101.2
1407	9	3	1	3	.036	389.85	3.39	453.9	3.53	48.7	73.53	87.2	209	136.7	201.4	1.8	125	101.22
1408	9	3	1	3	.035	329.68	2.66	339.5	3.27	30.2	48.68	75.2	164	137	201.3	6.3	125	101.22
1409	9	3	1	3	.042	342.23	3.07	408.3	3.7	47.4	74.74	85.2	191	136.9	201.4	25	125	101.2
1410	9	2	1	3	.032	438.76	3.59	441.6	3.72	48.8	77.16	67.7	175	136.6	201	19	268.4	101.2
1411	9	2	1	3	.039	475.09	3.95	482.2	3.97	49.1	76.76	76.2	174	137	201.3	6.8	125	101.2
1412	9	2	2	2	.047	359.77	2.74	376.4	2.77	49.3	78.17	89.2	218	136.6	201.4	2.7	67.1	101.2
1413	9	2	1	2	.029	414.92	3.45	365.3	3.66	48.4	69.28	75.5	170	137	201.3	4.5	234.8	101.2
1414	9	2	2	1	.036	348.47	2.83	434.2	3.18	49.8	80.8	85.7	192	136.9	201.4	25	125	101.2
1415	9	2	1	3	.027	477.6	3.59	415.7	3.67	49.8	79.18	84.5	202	136.8	201.4	25	125	101.2
1416	9	2	1	2	.023	392.36	3.52	424.3	3.43	48.3	72.11	70.5	180	136.6	201	13.6	369	101.2
1417	9	2	2	2	.035	337.21	3.11	401	3.57	49.3	63.22	71	164	137	201.2	8.1	67.1	101.22
1418	9	2	2	2	.05	418.68	3.6	428	3.45	49.4	74.13	74	185	136.7	201.2	9	67.1	101.22
1419	9	2	1	3	.024	240.68	2	281.6	3.32	41.4	50.5	76.7	182	136.8	201.3	6.3	125	101.24
1420	9	2	1	3	.039	394.87	3.21	397.3	3.5	49.1	76.35	72.7	173	136.8	201.2	11.8	67.1	101.2
1421	9	2	1	3	.037	409.9	3.27	386.2	3.58	47.4	68.27	71.5	179	136.7	201.1	14	67.1	101.22
1422	9	2	2	3	.034	423.7	3.5	426.8	3.29	48.5	80.8	89.2	204	136.8	201.4	25	125	101.2
1423	9	2	1	3	.04	447.51	3.52	432.9	3.51	48.8	80.8	88.2	197	136.9	201.4	25	125	101.2
1424	9	2	1	3	.033	406.17	3.45	437.9	3.41	47.2	68.27	89	206	136.8	201.4	25	125	101.2
1425	9	2	3	2	.011	398.64	3.45	458.8	3.9	49.8	80.8	79	203	136.6	201.2	8.1	125	101.259999
1426	9	2	2	2	.038	318.39	2.62	419.4	3.44	44.4	80.8	78.2	197	136.6	201.2	9.9	67.1	101.22
1427	9	2	2	2	.046	422.45	3.7	441.6	3.91	49.8	75.75	82.2	194	136.8	201.3	5.9	125	101.2
1428	9	2	2	3	.024	397.38	2.88	409.6	3.39	49.8	64.64	83.5	188	136.9	201.4	3.6	125	101.2
1429	9	2	2	3	.039	417.43	3.28	423.1	3.47	46.2	80.8	85.7	200	136.8	201.4	1.8	125	101.2
1430	9	2	2	3	.032	320.9	2.48	430.5	3.2	46.7	63.43	76.5	188	136.8	201.3	4.5	67.1	101.249999
1431	9	2	2	3	.031	352.24	2.68	402.2	3.55	48.2	80.8	77.7	191	136.7	201.2	8.1	125	101.249999
1432	9	2	1	3	.006	376.08	3	393.6	3.33	43.6	60.6	65.7	179	136.6	201	13.1	469.7	101.2
1433	9	4	1	2	.042	363.53	3.07	460	3.5	48.9	67.87	89.5	215	136.6	201.4	1.8	125	101.2
1434	9	4	2	3	.012	334.7	3	389.9	3	49.8	80.8	70.2	191	136.7	201.2	6.3	167.8	101.289996
1435	9	4	2	2	.016	359.77	2.73	377.6	3.13	46.4	53.93	75	191	136.8	201.4	25	167.8	101.249999
1436	9	4	2	3	.016	313.4	3	423.1	3.5	49.8	60.6	74	198	136.6	201.2	4.5	100.7	101.299991
1438	9	4	2	2	.023	436.25	3.65	412	3.74	49.1	75.75	78.7	173	137	201.4	3.6	125	101.2
1439	9	4	2	2	.017	462.57	3.63	446.5	3.67	48.5	67.26	85.7	198	136.9	201.4	25	125	101.2
1440	9	4	2	3	.036	299.6	2.42	321	3.2	47.7	63.22	72.5	163	137	201.2	10.4	125	101.2
1441	9	4	2	2	.024	486.38	3.92	482.2	3.91	49.8	80.8	90.7	211	136.7	201.4	1.4	125	101.2
1442	9	4	2	3	.044	344.74	2.8	369	3.36	48	69.28	72.5	180	136.7	201.1	14.5	67.1	101.22
1443	9	4	2	3	.013	414.92	3	430.5	3.54	48.4	80.8	69.5	172	136.7	201.1	14.9	201.3	101.2
1444	9	4	1	2	.011	467.59	3.82	477.2	3.45	49.8	68.68	81	180	137	201.4	25	125	101.2
1445	9	4	2	2	.045	373.57	3.11	382.5	3.09	48.9	73.12	79.5	176	137.1	201.4	25	125	101.2
1446	9	4	2	2	.028	412.41	3.39	452.6	3.57	48	78.58	83.5	192	136.9	201.4	25	125	101.22
1447	9	4	2	3	.009	460.06	3.89	464.9	3.89	49.8	80.8	87	195	136.9	201.4	25	125	101.2
1449	9	4	1	1	.032	493.91	3.97	477.2	3.71	44	67.26	89.7	216	136.7	201.4	25	125	101.2
1450	9	4	2	2	.021	429.98	3.29	392.4	3.6	47.3	80.8	76.5	198	136.6	201.1	11.8	125	101.24
1451	9	4	1	2	.021	369.81	3.1	393.6	3.5	43.6	62.62	82.2	198	136.8	201.4	4.1	125	101.2
1452	9	4	1	2	.021	453.79	3.76	448.9	3.57	44.9	63.63	86.5	193	136.9	201.4	25	125	101.2
1453	9	4	2	2	.023	413.66	3.83	455.1	3.59	47.7	60.6	86.5	200	136.8	201.4	1.8	125	101.2
1454	9	4	2	1	.023	419.94	3.48	408.3	3.57	46.8	68.27	84	180	137	201.4	25	125	101.2
1455	9	4	1	1	.021	406.17	3.43	392.4	3.62	48	65.65	83.2	180	137	201.4	25	125	101.2
1456	9	4	2	1	.035	246.96	2.2	386.2	3.17	46.2	46.25	83.2	200	136.7	201.3	4.5	125	101.2
1457	9	5	3	2	.031	303.36	2.39	345.6	3.16	35.8	68.27	97.2	241	136.4	201.4	25	125	101.2
1458	9	5	2	1	.009	446.26	3.78	461.3	3.78	49.8	76.76	92.2	214	136.7	201.4	25	125	101.2
1459	9	5	3	1	.012	417.43	3.08	464.9	3.25	48.4	70.7	100	250	136.3	201.5	25	125	101.2
1463	9	5	2	2	.011	421.19	3.45	480.9	3.82	48	80.8	92.5	225	136.6	201.5	25	125	101.2
1464	9	5	2	1	.014	339.72	2.57	421.9	3.23	47.3	60.6	86.7	203	136.8	201.4	25	125	101.2
1465	9	5	3	3	.012	460.06	3.67	430.5	3.6	49.8	80.8	87	196	136.9	201.4	25	125	101.2
1466	9	5	3	1	.01	376.08	3	446.5	3.8	49.8	80.8	93	240	136.4	201.4	25	125	101.2
1467	9	5	2	1	.015	409.9	3	451.4	3.38	48.8	70.7	88.7	213	136.7	201.5	25	125	101.2
1468	9	5	3	1	.008	501.44	4	492	3.5	49.8	78.37	89.7	236	136.3	201.3	6.3	125	101.2
1469	9	5	2	2	.006	460.06	4	451.4	3.33	49.8	80.8	93.2	233	136.5	201.4	25	125	101.2
1470	9	5	2	1	.013	386.09	3.38	451.4	3.58	49.8	75.75	99.5	250	136.3	201.5	25	125	101.2
1471	9	5	2	3	.012	491.4	3.83	446.5	3.67	40.1	70.7	90.2	223	136.5	201.4	4.1	125	101.2
1472	9	5	2	3	.013	482.62	3.77	482.2	3.38	48.3	75.75	95	233	136.5	201.4	25	125	101.2
1473	9	5	3	3	.015	359.77	2.73	456.3	2.79	44.8	80.8	92	226	136.6	201.4	25	125	101.2
1474	9	5	1	1	.018	397.38	3.22	423.1	3.5	46.4	80.8	86.7	197	136.9	201.4	25	125	101.2
1475	9	5	1	3	.009	417.43	3.67	409.6	3.67	49.8	80.8	85	183	137	201.4	25	125	101.2
1476	9	5	1	1	.008	470.1	4	461.3	4	48	72.11	92	228	136.6	201.4	25	125	101.2
1477	9	5	1	1	.006	480.11	4	461.3	4	47.7	80.8	93	217	136.7	201.4	25	125	101.2
1479	9	5	1	2	.039	340.98	3	407.1	3.36	44.8	72.31	81.3	192	136.8	201.3	5.4	67.1	101.2
1480	9	5	1	3	.038	210.6	2.13	321	3.11	45	60.6	72.5	168	136.8	201.1	14	125	101.2
1481	9	5	2	3	.053	288.3	2.69	456.3	3.33	48.4	70.7	91.2	222	136.6	201.4	2.7	125	101.2
1482	9	5	1	1	.04	478.85	3.88	488.3	3.6	49	77.77	95.7	233	136.5	201.4	25	125	101.2
1483	9	5	2	2	.028	416.17	3.57	377.6	3.61	46.7	69.08	71.7	157	137.1	201.2	9	125	101.2
1484	9	5	1	3	.036	399.89	3.36	434.2	3.25	49	75.95	80.5	187	136.9	201.4	1.8	125	101.22
1485	9	5	1	3	.037	467.59	3.86	478.5	3.76	49.8	79.59	94	238	136.4	201.4	25	125	101.2
1486	9	5	2	3	.044	438.76	3.75	458.8	3.79	49.8	80.8	91.5	222	136.6	201.4	25	67.1	101.2
1487	9	5	2	3	.034	453.79	3.85	466.1	3.85	48.4	79.38	86.5	212	136.7	201.4	25	125	101.22
1488	9	5	1	2	.032	379.81	3.25	403.4	3.52	48.4	77.16	78.2	178	136.9	201.3	7.7	125	101.2
1489	9	5	1	3	.019	408.64	3.32	388.7	3.74	49.8	80.8	77.5	180	136.9	201.3	8.6	125	101.2
1490	9	5	1	2	.041	320.9	2.63	327.2	3.16	45.7	70.09	76.2	170	137	201.3	6.3	125	101.2
1491	9	5	2	3	.034	453.79	3.97	473.5	3.88	49.8	75.35	96.5	243	136.4	201.4	25	125	101.2
1492	9	5	1	3	.033	295.83	2.42	309.9	2.83	38.6	57.57	74.7	163	137.1	201.3	3.6	125	101.23
1493	9	5	1	3	.039	305.87	2.82	388.7	3	46.8	73.32	77.5	179	136.8	201.2	9	125	101.2
1494	9	5	1	3	.023	283.28	2.96	396.1	3.52	46.9	48.48	75.5	166	137.1	201.3	5.9	125	101.2
1495	9	5	2	1	.032	427.47	3.44	479.7	3.35	48	76.15	84.5	196	136.8	201.4	25	125	101.23
1496	9	5	2	3	.035	457.55	3.82	376.4	3.74	48.9	78.37	80.7	186	136.9	201.3	5	125	101.2
1497	9	6	2	2	.033	320.9	3	417	3.27	49.8	69.28	82.7	187	136.9	201.4	1.8	67.1	101.2
1498	9	6	1	3	.038	317.13	2.68	325.9	2.74	48.2	72.11	84.2	194	136.9	201.4	1.8	125	101.2
1499	9	6	2	3	.017	361.02	3.18	441.6	3.59	49.8	74.13	90.2	210	136.7	201.4	25	125	101.2
1500	9	6	2	2	.034	435	3.5	430.5	3.94	49.3	74.33	82	179	137	201.4	25	125	101.2
1501	9	6	2	3	.045	412.41	3.42	412	3.61	49	76.35	79.7	185	136.9	201.3	2.7	67.1	101.22
1502	9	6	1	2	.044	413.66	3.5	463.7	3.65	48.3	76.76	83	183	137	201.4	25	125	101.2
1503	9	6	1	2	.047	174.24	1.54	266.9	2.7	45	59.59	80	187	136.8	201.3	8.1	125	101.2
1504	9	6	1	3	.021	298.34	2.86	322.2	3.16	45.3	69.08	84.7	202	136.8	201.4	25	167.8	101.2
1505	9	6	2	3	.02	413.66	3.6	430.5	3.74	49	78.37	75.5	168	137	201.3	5.4	134.2	101.2
1506	9	6	2	3	.037	366.04	2.86	341.9	3.18	43.2	72.11	72	173	136.7	201.1	16.7	125	101.2
1507	9	6	2	2	.035	472.58	3.89	478.5	3.79	48.7	79.18	89.7	211	136.7	201.4	25	125	101.2
1508	9	6	1	3	.024	412.41	3.46	401	3.75	48.8	68.27	61.7	169	136.8	201.1	6.8	369	101.269992
1509	9	6	2	3	.05	403.66	3.48	415.7	3.58	48.7	75.75	74.7	177	136.9	201.2	7.2	134.2	101.2
1510	9	6	2	2	.024	486.38	3.88	471.1	3.79	49.8	80.8	87.7	212	136.7	201.4	1.8	125	101.2
1511	9	6	1	2	.012	448.77	3.75	424.3	3.75	49.8	78.78	79.5	165	137.2	201.4	25	125	101.2
1512	9	6	2	2	.021	441.24	3.67	405.9	3.71	49.8	79.38	78	163	137.1	201.4	1.8	134.2	101.2
1516	9	6	3	1	.003	460.06	4	492	3.67	49.8	70.7	100	250	136.3	201.5	25	125	101.2
1517	9	6	2	3	.086	475.09	3.8	484.6	3.67	49.5	80.8	95.7	241	136.4	201.4	25	33.6	101.2
1518	9	6	2	3	.018	417.43	3.56	464.9	3.53	49.8	74.13	71	174	136.7	201.1	13.6	100.7	101.23
1519	9	6	3	2	.043	319.64	2.79	324.7	3.33	46	72.11	76.2	181	136.8	201.2	9.9	125	101.2
1520	9	6	3	2	.034	406.17	3.09	357.9	3.48	49.8	78.37	79.5	190	136.8	201.3	8.1	125	101.2
1521	9	6	2	3	.037	413.66	3.49	435.4	3.5	48.7	73.32	73.5	182	136.7	201.1	16.3	125	101.2
1522	9	6	1	3	.042	391.11	3.2	387.4	3.5	46.5	71.91	82.7	194	136.8	201.4	1.8	67.1	101.2
1523	9	6	2	2	.039	453.79	3.82	445.2	3.82	49	76.96	79.2	174	137	201.4	2.7	125	101.2
1524	9	6	2	2	.037	450.02	3.92	445.2	3.72	49.3	77.97	81.7	198	136.7	201.3	6.3	125	101.2
1525	10	1	1	1	.022	369.81	3.05	458.8	3.5	49.8	80.8	73.5	167	136.9	201.2	9.9	125	101.2
1526	10	1	1	1	.012	428.72	3.75	399.8	3.75	49.8	80.8	68.8	175	136.8	201.1	7.7	570.4	101.2
1527	10	1	1	1	.025	371.06	3.16	435.4	3.78	47.7	70.7	71.2	183	136.7	201.1	12.2	100.7	101.23
1529	10	1	2	3	.007	412.41	3.29	456.3	3.71	49.8	80.8	85.7	193	136.9	201.4	25	125	101.2
1530	10	3	2	1	.018	471.32	3.94	477.2	4	48.9	76.76	86.2	210	136.6	201.3	3.6	134.2	101.2
1534	10	3	2	1	.044	421.19	3.82	436.6	3.71	49.8	70.7	62	161	136.8	201	14	234.8	101.269992
1535	10	3	3	1	.043	431.23	3.91	462.5	3.49	49.4	71.71	70	174	136.7	201.1	13.1	268.4	101.2
1536	10	3	3	1	.035	358.51	3.11	431.7	3.33	48.2	57.77	62.2	167	136.6	200.9	22.2	67.1	101.24
1537	10	3	2	1	.042	363.53	3.74	418.2	3.9	49.8	78.58	60.5	164	136.7	200.9	17.2	469.7	101.22
1538	10	3	2	1	.057	378.56	3.63	420.7	3.65	48.7	67.26	57.2	164	136.7	200.9	15.4	570.4	101.23
1539	10	3	2	1	.033	309.64	2.94	376.4	3.35	49.8	66.45	53	165	136.5	200.7	23.1	134.2	101.349994
1540	10	3	3	1	.042	319.64	2.9	366.5	3.26	47.3	70.7	56.5	159	136.7	200.9	18.1	402.6	101.269992
1541	10	3	3	1	.026	269.51	2.38	425.6	3.35	45.2	57.77	66.7	174	136.7	201	11.8	402.6	101.23
1542	10	3	2	1	.033	292.07	2.15	365.3	2.74	37.8	48.07	59	162	136.8	201.1	9.5	469.7	101.249999
1543	10	3	1	1	.045	317.13	2.53	330.9	2.89	36.2	51.51	59.7	159	136.7	200.9	18.1	402.6	101.2
1544	10	3	1	1	.043	431.23	3.67	409.6	3.62	49.3	77.36	75	177	136.8	201.2	11.3	125	101.22
1545	10	3	1	1	.041	413.66	3.52	415.7	3.52	49.3	80.8	62	166	136.6	200.9	16.7	536.8	101.22
1546	10	3	1	1	.029	384.83	3.24	364.1	3.18	45.7	69.49	67	163	136.9	201.1	12.2	234.8	101.2
1547	10	3	1	1	.047	413.66	3.66	439.1	3.65	46.9	71.3	62.7	170	136.7	201	9.9	603.9	101.24
1548	10	3	1	1	.041	446.26	3.83	462.5	3.82	47.5	77.36	59.2	170	136.6	200.9	11.8	738.1	101.24
1549	10	3	2	1	.055	448.77	3.84	469.8	3.75	48.7	78.58	79.7	195	136.7	201.2	9	33.6	101.209999
1551	10	3	2	1	.056	467.59	3.82	483.4	3.89	49.1	79.18	72.7	175	136.8	201.2	12.2	33.6	101.209999
1552	10	3	2	1	.049	429.98	3.53	441.6	3.72	47.7	76.55	71.7	183	136.6	201	14.9	100.7	101.23
1553	10	3	1	1	.036	473.83	3.86	471.1	3.92	48.2	73.32	91.5	217	136.7	201.4	25	125	101.2
1554	10	3	1	2	.015	358.51	2.79	298.9	2.69	37.3	62.62	75.2	162	137.2	201.4	2.7	125	101.2
1556	10	2	1	1	.014	438.76	3.86	483.4	4	49.8	80.8	81	180	137	201.4	25	125	101.2
1557	10	2	1	1	.021	382.32	3.25	412	3.55	46.2	71.91	76.5	170	137	201.3	6.8	125	101.2
1558	10	2	1	1	.037	376.08	2.84	453.9	3.44	45.3	60.6	81.5	199	136.7	201.3	9	125	101.2
1559	10	2	1	1	.036	258.22	2.14	376.4	3.29	45.7	76.35	71.2	169	136.8	201.1	15.4	125	101.2
1560	10	2	2	1	.027	436.25	3.48	468.6	3.78	48.9	72.11	83.5	204	136.7	201.3	3.2	125	101.24
1562	10	4	2	1	.017	368.55	3.24	391.1	3.73	49.8	74.74	65.2	168	136.7	201	18.5	125	101.259999
1563	10	4	1	1	.009	403.66	3.22	369	3.25	43.6	70.7	92	228	136.6	201.4	25	125	101.2
1566	10	5	1	1	.034	231.9	1.79	327.2	2.93	39.9	55.15	85.2	189	136.9	201.4	25	125	101.2
1567	10	5	2	3	.036	477.6	3.86	463.7	3.5	46.4	67.26	90.2	216	136.7	201.4	25	125	101.2
1568	10	5	2	1	.026	433.74	3.73	453.9	3.58	48.5	75.95	74.7	175	136.8	201.1	14.5	125	101.2
1569	10	5	2	1	.016	376.08	3.25	409.6	3.6	47.9	76.15	78.2	175	137	201.4	25	125	101.24
1570	10	5	2	1	.03	467.59	3.97	452.6	3.93	49.8	78.58	79	177	136.9	201.3	8.1	125	101.2
1571	10	6	2	1	.012	397.38	3.42	451.4	3.3	48.4	73.32	77.7	174	137	201.4	2.7	125	101.2
1572	10	6	3	1	.027	283.28	2.26	328.4	2.69	47.2	56.96	81.5	193	136.8	201.3	5	100.7	101.2
1573	10	6	2	1	.006	460.06	3.83	492	4	49.8	80.8	91.7	217	136.7	201.4	25	125	101.2
1574	10	6	2	1	.01	348.47	2.56	300.1	2.67	47.7	72.72	84	180	137	201.4	25	125	101.2
1575	10	6	1	1	.012	417.43	3.58	409.6	3.83	45.3	70.7	71	164	136.9	201.2	13.1	125	101.2
1576	10	6	1	1	.007	501.44	4	492	4	49.8	80.8	100	250	136.3	201.5	25	125	101.2
1577	10	6	3	1	.049	426.21	3.21	346.8	3.31	45.7	68.88	76.5	179	136.9	201.3	8.1	125	101.2
1578	11	1	1	3	.045	432.49	3.52	450.2	3.86	49.8	75.75	78.2	178	137	201.3	4.5	125	101.2
1579	11	1	1	3	.043	387.34	3.3	420.7	3.74	49.3	80.8	78.2	187	136.8	201.3	6.8	67.1	101.2
1580	11	1	3	3	.042	412.41	3.64	451.4	3.93	49.8	80.8	82.2	185	137	201.4	25	125	101.2
1581	11	1	1	3	.017	345.96	2.81	419.4	2.94	37.3	20.2	80.5	209	136.6	201.3	5.4	125	101.259999
1582	11	1	2	2	.008	423.7	3.38	399.8	3.88	49.8	80.8	45.5	159	136.8	201	25	302	101.559985
1583	11	1	1	2	.038	356	3.08	369	3.44	46.8	67.26	61.2	167	136.7	200.9	17.2	302	101.24
1584	11	1	1	3	.048	438.76	3.85	455.1	3.72	49.3	80.8	78.2	186	136.7	201.2	10.4	125	101.2
1585	11	1	1	3	.042	436.25	3.67	452.6	3.51	48.8	79.18	72.5	179	136.7	201.1	13.1	134.2	101.2
1586	11	1	1	3	.02	451.28	4	455.1	3.74	49.8	80.8	78.7	191	136.8	201.4	2.3	167.8	101.2
1587	11	1	2	2	.043	426.21	3.35	431.7	3.2	46.2	74.13	75.7	186	136.8	201.2	5.4	268.4	101.2
1588	11	1	2	2	.042	322.15	2.43	319.8	3.05	45.8	70.7	75.7	186	136.8	201.2	5.4	268.4	101.2
